id,section,text,tip_short,tip_detailed,chapter,region,reward,missable,notes
"trap-wolf-coat","trapper","Wolf Coat","","📦 Perfect Ram Hide ×1 + Perfect Wolf ×1","","","$28","",""
"trap-workman-boots","trapper","Workman's Pride Boots","","📦 Perfect Cow Hide ×1 + Perfect Goat Hide ×1","","","$24","",""
"trapper","trapper","The Bear Hunter Set","","Legendary Bear Pelt required. Cold weather outfit.","epilogue","ambarino","$40","",""
"trapper-set-bear-hunter","trapper","The Bear Hunter Set","","Legendary Bear Pelt required. Cold weather outfit.","","ambarino","$40","",""
"trapper-set-beast-of-prey","trapper","The Beast of Prey Set","","Legendary Cougar + Wolf. ⚠️ Cougar = Epilogue only!","epilogue","","$30","",""
"trapper-set-bounty-hunter","trapper","The Bounty Hunter Set","","Perfect pelts. Classic western look.","","","$18","",""
"trapper-set-bronco-buster","trapper","The Bronco Buster Set","","Perfect pelts. Great early-mid game set.","","","$14","",""
"trapper-set-death-roll","trapper","The Death Roll Set","","Legendary Alligator + Panther. Both late-game legendaries.","","","$32","",""
"trapper-set-desperado","trapper","The Desperado Set","","Perfect pelts. ⚠️ Armadillo = New Austin, Epilogue!","epilogue","","$17","",""
"trapper-set-dreamcatcher","trapper","The Dreamcatcher Set","","Legendary Beaver + Bison + Boar. ⚠️ Tatanka Bison = Epilogue only!","epilogue","","$34","",""
"trapper-set-ghost-bison","trapper","The Ghost Bison Set","","Legendary White Bison + Elk. Cold weather masterpiece.","","ambarino","$22","",""
"trapper-set-huntsman","trapper","The Huntsman Set","","Legendary Coyote + Pronghorn. ⚠️ Pronghorn = Epilogue only!","epilogue","","$23","",""
"trapper-set-marauder","trapper","The Marauder Set","","Perfect pelts. Easier materials to obtain.","","","$16","",""
"trapper-set-mountain-man","trapper","The Mountain Man Set","","Perfect pelts. Good cold weather option.","","ambarino","$18","",""
"trapper-set-night-wrangler","trapper","The Night Wrangler Set","","Perfect pelts. Cougar + Panther = Dangerous hunts!","","","$16","",""
"trapper-set-rattler","trapper","The Rattler Set","","Perfect pelts only. ⚠️ Peccary Pig = New Austin, Epilogue!","epilogue","","$19","",""
"trapper-set-stalker","trapper","The Stalker Set","","Legendary Ram + Moose. Moose is RARE spawn!","","","$17","",""
"trapper-set-trophy-buck","trapper","The Trophy Buck Set","","Legendary Buck + Fox required. Great early game set.","","new-hanover","$22","",""
"trapper-set-wrangler","trapper","The Wrangler Set","","Perfect pelts needed. Panther = Hard to get!","","","$17","",""
"trapper-tips","trapper","Trapper Tips","","Helpful information for hunting and crafting.","","","","",""
"elemental-1","treasures","Tree 1: Window Rock Area","","Near Window Rock, look for tree with carved symbol (Earth). Leads to next clue.","","","","",""
"elemental-2","treasures","Tree 2: Elysian Pool Area","","Another carved tree (Water symbol). Follow the pattern.","","","","",""
"elemental-3","treasures","Tree 3: Fort Brennand Area","","Third carved tree (Fire symbol). Combines all elements.","","","","",""
"elemental-final","treasures","TREASURE: Mount Shann Sundial","","Summit of Mount Shann. Behind the sundial stone structure. 2 GOLD BARS!","","","","YES",""
"high-stakes-1","treasures","Map 1: Save/Rob Stranger","","Random encounter after Chapter 3 ""The New South"". Treasure hunter hanging from cliff near Cumberland Falls. Save or loot body.","","","","",""
"high-stakes-2","treasures","Map 2: Cumberland Falls","","Behind the waterfall! Climb rocks on LEFT side, enter cave behind falls. Chest against wall.","","","","",""
"high-stakes-3","treasures","Map 3: Barrow Lagoon","","Frozen pond in Ambarino. NE of Mount Hagen. Search under fallen tree on east shore.","","","","",""
"high-stakes-final","treasures","TREASURE: Above Fort Wallace","","DO NOT enter fort! Cliff ABOVE fort on east side. Jump down carefully. 3 GOLD BARS!","","","","YES",""
"jack-hall-1","treasures","Map 1: Buy from Maximo","","Treasure hunter NW of Flatneck Station, on ridge overlooking river. Sells for $10 (or $5 if haggle). Can also rob him.","","","","",""
"jack-hall-2","treasures","Map 2: Caliban's Seat","","Rock formation south of Valentine. Climb from SE side, follow path along cliff. Map in hollow rock (hole in white granite).","","","","",""
"jack-hall-3","treasures","Map 3: Cotorra Springs","","West end of springs, circle of rock formations. Search central rock pile. Pearl Necklace bonus.","","","","",""
"jack-hall-final","treasures","TREASURE: O'Creagh's Run Island","","Small island in lake. Search rock on SE side of island. 2 GOLD BARS!","","","","YES",""
"le-tresor-1","treasures","Map 1: Burned Settlement","","Limpany ruins SW of Horseshoe Overlook. Jailhouse still standing - corpse inside has map.","","","","",""
"le-tresor-2","treasures","Map 2: Saint Denis Docks","","Cornwall Freight Station underground passage connecting yard to harbor. Check wall near wooden crate.","","","","",""
"le-tresor-final","treasures","TREASURE: Saint Denis Cemetery","","Mausoleum with stained glass window, west of central dome. Inspect left wall. 6 GOLD BARS!","","","","YES",""
"mended-1","treasures","Map Half 1: Hermit Cabin (Manito Glade)","","North of Annesburg. Aggressive hermit with shotgun! Check drawer inside cabin.","","","","",""
"mended-2","treasures","Map Half 2: Hermit Woman Cabin","","NW West Elizabeth, follow Little Creek River. Another hostile hermit. Check inside.","","","","",""
"mended-final","treasures","TREASURE: New Austin (Epilogue)","","⚠️ EPILOGUE ONLY. Cholla Springs area. Otis Miller's Revolver + 5 erotic photos!","epilogue","","","YES",""
"poison-1","treasures","Map 1: Cairn Lake Cabin","","Small frozen lake cabin in Ambarino. Map pinned to wall inside.","","","","",""
"poison-2","treasures","Map 2: Face Rock (Facu Rock)","","West of Ringneck Creek. Giant face carved in rock. Map in the ""mouth"" hole at base.","","","","",""
"poison-3","treasures","Map 3: Elysian Pool Cave","","Cave behind Elysian Pool waterfall! BRING LANTERN. Deep in cave system. Dangerous bats.","","","","",""
"poison-final","treasures","TREASURE: Lighthouse Area","","North of lighthouse, south of Van Horn. Stone pile near coast. 4 GOLD BARS!","","","","YES",""
"treasure-braithwaite","treasures","Braithwaite Manor Gold Bar","","After manor burns in Chapter 4. Search ruins carefully. Lockbox in rubble.","4","","1 Gold Bar ($500)","",""
"treasure-elemental","treasures","Elemental Trail Treasure","","Tree carvings lead to treasure. Reward: 2 Gold Bars ($1000).","","","2 Gold Bars ($1000)","YES",""
"treasure-high-stakes","treasures","High Stakes Treasure","","Reward: 3 Gold Bars ($1500). Required for 100% completion.","","","3 Gold Bars ($1500)","YES",""
"treasure-jack-hall","treasures","Jack Hall Gang Treasure","","Reward: 2 Gold Bars ($1000). Required for 100% completion.","","","2 Gold Bars ($1000)","YES",""
"treasure-le-tresor","treasures","Le Tresor Des Morts","","⚠️ Special/Ultimate Edition ONLY. Reward: 6 Gold Bars ($3000)!","","","6 Gold Bars ($3000)","YES",""
"treasure-limpany","treasures","Limpany Sheriff Office Gold Bar","","Burned town Limpany, SW of Horseshoe Overlook. Sheriff desk lockbox. May respawn!","","","1 Gold Bar ($500)","",""
"treasure-mended","treasures","Torn (Mended) Treasure Map","","Two hermits have map halves. Reward: Otis Miller Revolver!","epilogue","","Otis Miller's Revolver","YES",""
"treasure-poisonous-trail","treasures","Poisonous Trail Treasure","","Reward: 4 Gold Bars ($2000). Highest payout! Required for 100% completion.","","","4 Gold Bars ($2000)","YES",""
"treasure-statues","treasures","Strange Statues Puzzle","","Cave behind Window Rock. 7 statues with buttons. Press ONLY prime numbers (2, 3, 5, 7). 3 Gold Bars!","","","3 Gold Bars ($1500)","YES",""
"treasure-train-wreck","treasures","Train Wreck Gold Bar","","North of Cotorra Springs, wrecked train in gorge ravine. Lockbox in baggage car.","","","1 Gold Bar ($500)","",""
"treasures","treasures","Jack Hall Gang Treasure","","Reward: 2 Gold Bars ($1000). Required for 100% completion.","epilogue","","2 Gold Bars ($1000)","YES",""
"hat-braithwaite","unique-hats","Braithwaite Manor Hat","","⚠️ Manor raid mission. Loot unique hats from estate guards.","3","","","YES",""
"hat-civil-war","unique-hats","Civil War Hardee Hat","","📍 Fort Brennand, SE of O\","","new-hanover","","",""
"hat-del-lobo","unique-hats","Del Lobo Sombrero","","📍 Kill Del Lobos gang (New Austin). ⚠️ Epilogue only!","epilogue","new-austin","","",""
"hat-guarma","unique-hats","Guarma Hat","","⚠️ GUARMA ONLY (Ch5)! Kill soldiers wearing unique hat. Cannot return!","5","","","YES",""
"hat-lemoyne-riders","unique-hats","Lemoyne Raiders Hat","","📍 Kill Lemoyne Raiders (Scarlett Meadows). Distinctive gray army cap.","","lemoyne","","",""
"hat-military","unique-hats","Military Mountie Hat","","⚠️ Fort Wallace missions (Ch6). Loot from army officer.","6","","","YES",""
"hat-miner","unique-hats","Miner's Hat","","📍 Beryl\","","new-hanover","","",""
"hat-miners-mission","unique-hats","Miner's Hat (Mission)","","⚠️ ""The Bridge to Nowhere"" mission. Loot from miner during Chapter 6.","6","","","YES",""
"hat-morion","unique-hats","Morion Helmet","","📍 Top of Mount Hagen. On frozen settler corpse at the peak.","","ambarino","","",""
"hat-murfree","unique-hats","Murfree Brood Hat","","📍 Kill Murfree Brood (Roanoke Ridge). Unique dirty cap.","","new-hanover","","",""
"hat-nevada","unique-hats","Nevada Hat","","📍 Behind waterfall at Granite Pass. Climb down from top to rocky walkway.","","ambarino","","",""
"hat-pirate","unique-hats","Pirate Hat","","📍 Shipwreck island south of Saint Denis. Same location as Pirate Sword.","","lemoyne","","",""
"hat-police","unique-hats","Saint Denis Police Cap","","⚠️ ""Angelo Bronte"" mission (Ch4). Loot from killed police. One chance!","4","","","YES",""
"hat-raccoon","unique-hats","Classic Raccoon Hat","","📍 Valentine saloon ""crazy man"" in back. Encounter multiple times → fistfight → grab hat.","2","new-hanover","","",""
"hat-scarecrow-derby","unique-hats","Scarecrow Derby Hat","","📍 Braithwaite Manor cornfield. Shoot off scarecrow.","","lemoyne","","",""
"hat-scarecrow-straw","unique-hats","Scarecrow Hat","","📍 Scarecrow SW of Heartland Overflow. Shoot hat off to collect.","","new-hanover","","",""
"hat-scarecrow-top","unique-hats","Scarecrow Top Hat","","📍 Behind MacFarlane\","epilogue","new-austin","","",""
"hat-tip-horse","unique-hats","Horse Storage","","Store up to 3 hats on your horse saddle. Additional saved in wardrobe at camp/hotel.","","","","",""
"hat-tip-lost","unique-hats","Lost Hats","","Unique hats respawn at original location if lost. Check back!","","","","",""
"hat-tip-save","unique-hats","Saving Hats","","If hat name appears on screen when picked up, it\","","","","",""
"hat-tricorn","unique-hats","Tricorn Hat","","📍 Wrecked ship on island west of Rhodes (Flat Iron Lake). Need boat to reach.","","lemoyne","","",""
"hats-masks","unique-hats","Masks & Helmets","","Unique headwear including masks and ancient helmets.","epilogue","lemoyne","","",""
"hats-missable","unique-hats","⚠️ Missable Hats","","Can only be obtained during specific story missions!","5","","","YES",""
"hats-npc","unique-hats","NPC Encounter Hats","","Obtained from specific NPCs through encounters or combat.","epilogue","new-hanover","","",""
"hats-scarecrow","unique-hats","Scarecrow Hats","","Shoot these off scarecrows to collect them.","epilogue","new-hanover","","",""
"hats-tips","unique-hats","Hat Collection Tips","","Helpful advice for collecting unique headwear.","","","","",""
"hats-world","unique-hats","World Location Hats","","Found at specific locations. Permanently saved to wardrobe.","","lemoyne","","",""
"helmet-viking","unique-hats","Viking Helmet","","📍 Old Tomb, west of Roanoke Valley river, N of Beaver Hollow. Viking Hatchet + Comb here too.","","new-hanover","","",""
"mask-cat-skull","unique-hats","Cat Skull Mask","","📍 Lakay settlement (Lemoyne swamp). Sunken building, crouch through hole. Mounted on wall.","","lemoyne","","",""
"mask-pagan","unique-hats","Pagan Skull Mask","","📍 Pagan ritual site, NW of Lake Owanjila. On corpse in disturbing scene.","","west-elizabeth","","",""
"mask-pig","unique-hats","Pig Mask","","📍 Butcher\","","new-hanover","","",""
"mask-ram","unique-hats","Ram Skull Mask","","📍 Rathskeller Fork, east corner. Hanging from wooden pole. ⚠️ Epilogue only!","epilogue","new-austin","","",""
"unique-hats","unique-hats","World Location Hats","","Found at specific locations. Permanently saved to wardrobe.","epilogue","lemoyne","","YES",""
"weapon-algernon-revolver","weapons","Algernon's Revolver","","Complete ALL 5 parts of ""Duchesses and Other Animals"" quest. Ornate pistol.","","","","",""
"weapon-ancient-arrowhead","weapons","Ancient Arrowhead","","Collect all 20 Dreamcatchers. Cave behind Elysian Pool waterfall. -Stamina bow drain.","","","","",""
"weapon-ancient-tomahawk","weapons","Ancient Tomahawk","","Calumet Ravine near Wapiti Reservation. Stuck in wooden target on tree.","","","","",""
"weapon-antler-knife","weapons","Antler Knife","","Near Hanging Dog Ranch. Find dead hunter attacked by grizzly. On his body.","","","","",""
"weapon-bolt-action","weapons","Bolt Action Rifle","","""The First Shall Be Last"" mission. Kill LEFT bounty hunter quickly, loot rifle.","2","","","",""
"weapon-broken-pirate-sword","weapons","Broken Pirate Sword ⭐","","Shipwreck island south of Saint Denis bridge. On skeleton inside boat.","","","","",""
"weapon-calloway-revolver","weapons","Calloway's Revolver","","Gunslinger Quest FINAL. Duel Jim Boy Calloway on riverboat. Engraved ""Canis Canem Edit"".","","","","",""
"weapon-civil-war-knife","weapons","Civil War Knife","","Fort Brennand ruins (SW of Van Horn). In basement with Civil War Hat.","","","","",""
"weapon-double-action-gta","weapons","Double-Action Revolver (GTA)","","Complete GTA Online treasure hunt + 50 headshots = gold skin in RDR2.","","","","",""
"weapon-double-barrel","weapons","Double-Barrel Shotgun","","Reward for Hosea\","2","","","",""
"weapon-double-bit-hatchet","weapons","Double Bit Hatchet","","NW of Wallace Station. Tree stump near road, west of Dakota River.","","","","",""
"weapon-electric-lantern","weapons","Electric Lantern","","Complete ""A Bright Bouncing Boy"" Part 2 (Marko Dragic lab). Brighter than normal!","","","","",""
"weapon-flaco-revolver","weapons","Flaco's Revolver","","Gunslinger Quest. Kill Flaco Hernandez at Cairn Lake cabin. Ivory carved handle.","","","","",""
"weapon-granger-revolver","weapons","Granger's Revolver","","Gunslinger Quest. Kill Emmet Granger at pig farm near Flatneck Station. Dark metal finish.","","","","",""
"weapon-hewing-hatchet","weapons","Hewing Hatchet","","Flattened Cabin (crushed by boulder). South edge of Moonstone Pond.","","","","",""
"weapon-hunter-hatchet","weapons","Hunter Hatchet","","Tree stump south of Window Rock, Grizzlies. Near small campsite.","","","","",""
"weapon-jawbone-knife","weapons","Jawbone Knife","","Collect ALL 30 dinosaur bones. Reward from Deborah MacGuiness.","","","","",""
"weapon-lancaster","weapons","Lancaster Repeater","","Rhodes Gunsmith. Look in basement window for prisoner. Rob shop, rescue him.","","","","",""
"weapon-m1899-pistol","weapons","M1899 Pistol","","Saint Denis gunsmith ONLY. Available after Chapter 4. Most modern pistol in game!","4","lemoyne","","",""
"weapon-micah-revolver","weapons","Micah's Revolver","","⚠️ EPILOGUE 2. Return to Mount Hagen after credits. Loot from final location.","epilogue","","","",""
"weapon-midnight-pistol","weapons","Midnight's Pistol","","Gunslinger Quest. Kill Billy Midnight on train from Rhodes. Engraved Mauser.","","","","",""
"weapon-ornate-dagger","weapons","Ornate Dagger ⭐","","Kill the VAMPIRE in Saint Denis! Find 5 graffiti clues, then midnight encounter.","","","","",""
"weapon-otis-miller","weapons","Otis Miller's Revolver","","⚠️ EPILOGUE. Torn Treasure Map reward. Cave north of Cholla Springs, New Austin.","epilogue","","","",""
"weapon-pump-shotgun","weapons","Pump Shotgun (Story)","","Story mission ""Paying a Social Call"" (Ch2). Automatically obtained.","","","","",""
"weapon-pump-shotgun-free","weapons","Pump Shotgun (Free)","","Chez Porter cabin near Window Rock (N of Valentine). Weapon case in master bedroom.","","ambarino","","",""
"weapon-rare-rolling-block","weapons","Rare Rolling Block Rifle ⚠️","","MISSABLE! ""Magicians For Sport"" mission (Ch3). Kill barn bounty hunter FAST, loot rifle.","3","","","YES",""
"weapon-rare-shotgun","weapons","Rare Shotgun ⭐","","Hermit at Manito Glade (N of Annesburg). He attacks on sight - only ONE chance!","","new-hanover","","",""
"weapon-rusted-double-bit","weapons","Rusted Double Bit Hatchet","","Tree stump in Annesburg, near coal mine entrance.","","","","",""
"weapon-rusted-hunter","weapons","Rusted Hunter Hatchet","","Martha's Swain area. Between Elysian Pool and O'Creagh's Run.","","","","",""
"weapon-schofield","weapons","Schofield Revolver","","Valentine Doctor backroom robbery. Hit O'Driscoll side business. In chest.","","","","",""
"weapon-semi-auto","weapons","Semi-Auto Shotgun","","Watson's Cabin (N of Strawberry). Kill hostile woman, basement has shotgun.","","","","",""
"weapon-stone-hatchet","weapons","Stone Hatchet (GTA Crossover)","","Complete GTA Online treasure hunt + 25 kills = unlocks in Social Club.","","","","",""
"weapon-varmint-rifle","weapons","Varmint Rifle (Free)","","Bayou near Lakay. Submerged corpse - use Eagle Eye to spot underwater. Near ""U"" in Bayou.","","lemoyne","","",""
"weapon-viking-hatchet","weapons","Viking Hatchet ⭐","","Old Tomb NW of Annesburg. Enter cave, lodged in Viking skull. Norse engravings!","","","","",""
"weapon-wide-blade-knife","weapons","Wide Blade Knife","","Beryl's Dream Mine (W of Mount Shann). Deep inside, on corpse.","","","","",""
"weapon-worn-rolling-block","weapons","Worn Rolling Block Rifle","","O\","","new-hanover","","",""
"weapons","weapons","Unique Revolvers & Pistols","","One-of-a-kind firearms from quests and special encounters.","epilogue","new-hanover","","YES",""
"weapons-free-guns","weapons","Free Firearms (Exploration)","","Found in the world without purchase.","3","new-hanover","","YES",""
"weapons-melee","weapons","Unique Melee Weapons","","Special hatchets, knives, and exotic melee weapons hidden in the world.","","","","",""
"weapons-special","weapons","Special Equipment","","Unique equipment and GTA Online crossover items.","","","","",""
"weapons-unique-guns","weapons","Unique Revolvers & Pistols","","One-of-a-kind firearms from quests and special encounters.","epilogue","","","",""
