id,section,text,tip_short,tip_detailed,chapter,region,reward,missable,verified,notes
"req-charles-oleander","camp-requests","Oleander Sage for Charles","🎁 Bayou area plant → Poison Arrows made! → Excellent reward!","Charles wants oleander for arrows. Find in Bayou Nwa. He creates Poison Arrows - very useful!","2","","Poison Arrows","⚠️ MISSABLE","YES","Best arrows"
"req-javier-oleander","camp-requests","Oleander Sage for Javier","🎁 Bayou plant → Poison Throwing Knives reward!","Javier also wants oleander. Same Bayou location. He makes Poison Throwing Knives.","2","","Poison Knives","⚠️ MISSABLE","YES","Thrown weapons"
"req-susan-herbs","camp-requests","Seasoning Herbs (×2) for Susan","🎁 Wild Mint, Oregano, or Thyme → Miracle Tonic reward!","Miss Grimshaw needs herbs for cooking. Mint, oregano, or thyme. Miracle Tonic in return!","2","","Miracle Tonic","⚠️ MISSABLE","YES","Common herbs"
"hideout-six-point","gang-hideouts","Six Point Cabin (O'Driscolls)","🔫 NE of Valentine, Cumberland Forest → Ch2 story then repeatable","O'Driscoll base encountered in Chapter 2 story. Can be cleared again later for loot.","2","new-hanover","Loot + ammo","","YES","Respawns"
"hideout-hanging-dog","gang-hideouts","Hanging Dog Ranch (O'Driscolls → Laramie)","🔫 W of Valentine → Ch6 story mission → Laramie Gang in Epilogue","O'Driscoll territory. Becomes Laramie Gang hangout in Epilogue. Good loot inside.","6","new-hanover","Major loot","","YES","Changes ownership"
"hideout-shady-belle","gang-hideouts","Shady Belle (Lemoyne Raiders)","🔫 Bayou Nwa, S of Caliga Hall → Becomes camp in Ch4 → Clear first!","Lemoyne Raiders base before gang moves here in Chapter 4. Clear for story mission.","3","lemoyne","Story required","","YES","Becomes camp"
"hideout-beaver-hollow","gang-hideouts","Beaver Hollow (Murfree Brood)","🔫 W of Annesburg, Roanoke Ridge → Becomes gang camp in Ch6","Murfree Brood cave system. Gang takes over in Chapter 6. Very atmospheric location.","6","new-hanover","Story location","","YES","Ch6 camp"
"hideout-fort-mercer","gang-hideouts","Fort Mercer (Del Lobos)","🔫 ⚠️ EPILOGUE ONLY → S of Armadillo → Abandoned fort","Del Lobo stronghold in New Austin. Heavy resistance. Good loot inside. RDR1 callback!","epilogue","new-austin","Major loot","","YES","EPILOGUE"
"hideout-thieves-landing","gang-hideouts","Thieves' Landing (Various)","🔫 ⚠️ EPILOGUE ONLY → S of Blackwater → Outlaw town","Entire outlaw town to clear. Multiple enemies. Fence operates here after clearing.","epilogue","new-austin","Town takeover","","YES","EPILOGUE"
"hideout-twin-rocks","gang-hideouts","Twin Rocks (Del Lobos) ⭐","🔫 ⚠️ SPECIAL/ULTIMATE EDITION + EPILOGUE → Cholla Springs","Bonus hideout for special edition owners. Del Lobo territory near Armadillo.","epilogue","new-austin","DLC content","","YES","DLC + EPILOGUE"
"hideout-gaptooth","gang-hideouts","Gaptooth Breach (Del Lobos)","🔫 ⚠️ EPILOGUE → Gaptooth Ridge, W of Tumbleweed → Abandoned mine","Del Lobo mining operation. Abandoned mine with multiple entry points. Epilogue only.","epilogue","new-austin","Mining loot","","YES","EPILOGUE"
"hideout-solomons","gang-hideouts","Solomon's Folly (Del Lobos)","🔫 ⚠️ EPILOGUE → S of Benedict Point → Barn with basement","Small barn hideout with guarded basement. Hidden valuables below.","epilogue","new-austin","Basement loot","","YES","EPILOGUE"
"grave-jenny","graves","Jenny Kirk's Grave","💀 Near Colter → Died during Blackwater heist → Snowy area","Visit Jenny's grave near the starting area of Colter. She died in the Blackwater heist.","","ambarino","Honor","","YES","Starting area"
"grave-davey","graves","Davey Callender's Grave","💀 Near Colter → Died from Blackwater wounds → By Jenny","Davey is buried near Jenny. Both casualties of the Blackwater disaster.","","ambarino","Honor","","YES","Near Jenny"
"grave-sean","graves","Sean MacGuire's Grave","💀 After Rhodes shootout → Scarlett Meadows area → Chapter 3+","After Sean's death in Rhodes, his grave appears in Scarlett Meadows.","3","lemoyne","Honor","","YES","After Ch3"
"grave-kieran","graves","Kieran Duffy's Grave","💀 After O'Driscoll return → Near Shady Belle → Chapter 4+","Kieran's grave appears after his tragic end. Near the Shady Belle camp area.","4","lemoyne","Honor","","YES","After Ch4"
"grave-hosea","graves","Hosea Matthews' Grave","💀 After Saint Denis bank → Near Bluewater Marsh → EPILOGUE to visit","Hosea is buried after the bank heist. Visit as John in Epilogue for dialogue.","epilogue","lemoyne","Honor","","YES","EPILOGUE visit"
"grave-lenny","graves","Lenny Summers' Grave","💀 After Saint Denis bank → Near Hosea's → YNNEL! → EPILOGUE","Lenny rests near Hosea after the bank disaster. Visit as John for memories. YNNEL!","epilogue","lemoyne","Honor","","YES","EPILOGUE visit"
"grave-susan","graves","Susan Grimshaw's Grave","💀 After Beaver Hollow → Near camp ruins → EPILOGUE","Miss Grimshaw's final resting place after the Beaver Hollow confrontation.","epilogue","new-hanover","Honor","","YES","EPILOGUE"
"grave-eagle","graves","Eagle Flies' Grave","💀 After oil factory mission → Wapiti Indian Reservation → EPILOGUE","Eagle Flies is buried at Wapiti after his sacrifice. Visit for dialogue as John.","epilogue","ambarino","Honor","","YES","EPILOGUE"
"grave-arthur","graves","Arthur Morgan's Grave ⭐","💀 EPILOGUE → East of Bacchus Station → Visit as John → Emotional","Arthur's final resting place. The location and condition depend on your honor. Visit as John.","epilogue","new-hanover","Emotional scene","","YES","EPILOGUE"
"missable-bolt-action","missable","Bolt Action Rifle (Free) ⚠️","🔫 'The First Shall Be Last' → Kill LEFT bounty hunter FAST → Ch2","During this Chapter 2 mission, quickly kill the bounty hunter on the LEFT to loot a free Bolt Action Rifle!","2","","Free rifle","⚠️ MISSABLE","YES","Act fast!"
"missable-camp-requests","missable","All Camp Companion Requests ⚠️","🎁 Check 'scouting' icon at camp → Various gang members → Before Ch5","Gang members ask for items (pipe, book, etc.). All become permanently missable after certain chapters!","2","","Various","⚠️ MISSABLE","YES","Check camp often"
"missable-chicks-treasure","missable","Chick's Treasure Map ⚠️","🗺️ Painting in Shady Belle → Inspect BEFORE leaving in Ch4!","Look at the painting in Shady Belle to get a treasure map. MUST do before gang leaves camp!","4","lemoyne","Treasure map","⚠️ MISSABLE","YES","Before leaving!"
"missable-do-not-seek","missable","Do Not Seek Absolution I & II ⚠️","⛪ Brother Dorkins → Saint Denis church → HIGH HONOR required → Ch6","High honor Arthur encounters Brother Dorkins. Two-part mission about faith and redemption.","6","lemoyne","Story/Honor","⚠️ MISSABLE","YES","High honor only"
"missable-edith-downes","missable","Edith Downes Missions ⚠️","👩 Saint Denis slums → After debt collection → Redemption arc → Ch6","Follow up on the Downes family debt. Find Edith in Saint Denis slums for emotional missions.","6","lemoyne","Story/Honor","⚠️ MISSABLE","YES","Ch6 redemption"
"missable-mary-missions","missable","Mary Linton Missions (3 Parts) ⚠️","💔 Complete ALL before Ch6 ends → Ex-lover storyline → Emotional","Mary reaches out for help. Three-part storyline about Arthur's past. Don't miss any!","6","","Story","⚠️ MISSABLE","YES","Before Ch6 end"
"missable-veteran","missable","The Veteran (Hamish) 4 Parts ⚠️","🐎 O'Creagh's Run → 4 missions → Final part gives BUELL horse!","One of the best stranger missions. Four parts with Civil War veteran Hamish. Get his horse Buell!","6","ambarino","Buell + story","⚠️ MISSABLE","YES","Complete all 4"
"missable-widow","missable","The Widow (Charlotte) 3 Parts ⚠️","🏠 N of Annesburg → Teach survival → 3 parts → Very touching","Help Charlotte survive after her husband's death. Three touching encounters teaching her to hunt.","6","new-hanover","Honor + story","⚠️ MISSABLE","YES","Before endgame"
"missable-kieran-fish","missable","Fishing with Kieran ⚠️","🎣 Chapter 3 ONLY → Before Kieran's fate → Companion moment","Go fishing with Kieran before Chapter 4. After The New South mission. Poignant given his fate...","3","","Companion bond","⚠️ MISSABLE","YES","Ch3 ONLY"
"missable-lenny-night","missable","A Quiet Time (YNNEL!) ⚠️","🍺 Valentine bar → Automatic story → Iconic scene → Ch2","The legendary bar night with Lenny. YNNEL! Automatic story mission but so memorable.","2","new-hanover","Iconic moment","⚠️ MISSABLE","YES","Story auto"
"missable-pearson-jacket","missable","Pearson's Scout Jacket ⚠️","🧥 Donate rabbit carcass → Ch2-3 ONLY → Unique clothing","Donate a rabbit carcass to Pearson to receive his unique Scout Jacket. Only Chapters 2-3!","3","","Unique jacket","⚠️ MISSABLE","YES","Ch2-3 only"
"missable-high-honor","missable","All High Honor Missions ⚠️","😇 Various encounters require high honor → Multiple strangers","Some strangers only appear or have options for high honor Arthur. Play honorably throughout!","","","Various","⚠️ MISSABLE","YES","Be good, Arthur"
"dream-header","dreamcatchers","Dreamcatchers (20 Total)","🪶 Collect ALL 20 for Ancient Arrowhead location map → Unique trinket!","20 dreamcatchers hang from trees across the map. Collectible for 100% completion + special map.","","","Ancient Arrowhead Map","","YES","Use binoculars"
"dream-01","dreamcatchers","Horseshoe Overlook SE","🪶 Southeast of Chapter 2 camp on path edge, tree by cliff","Tree near cliff edge southeast of Horseshoe Overlook campsite.","2","new-hanover","1/20","","YES","Early find"
"dream-02","dreamcatchers","Heartlands Oil Derrick","🪶 NE of oil derrick area, lone tree in open field","Tree in open field northeast of the oil derrick in Heartlands.","","new-hanover","2/20","","YES","Open area"
"dream-03","dreamcatchers","Valentine North Hill","🪶 Hill north of Valentine, tree overlooking town","Tree on hillside overlooking Valentine from the north.","","new-hanover","3/20","","YES","Town view"
"dream-04","dreamcatchers","Bacchus Bridge West","🪶 West of Bacchus Bridge, large tree near clifftop","Clifftop tree west of Bacchus Bridge.","","new-hanover","4/20","","YES","Near bridge"
"dream-05","dreamcatchers","Cotorra Springs East","🪶 East of hot springs, tree with good view","Tree east of Cotorra Springs area.","","ambarino","5/20","","YES","Snowy region"
"dream-06","dreamcatchers","O'Creagh's Run North","🪶 North shore of lake, tree near Hamish cabin","Northern shore of O'Creagh's Run lake near Hamish's location.","","ambarino","6/20","","YES","Hamish area"
"dream-07","dreamcatchers","Cairn Lake West","🪶 West of frozen Cairn Lake, near cabin","Tree west of frozen Cairn Lake cabin.","","ambarino","7/20","","YES","Cold area"
"dream-08","dreamcatchers","Grizzlies West Peak","🪶 Near mountain peak, harsh climb required","High altitude tree near Grizzlies West peak.","","ambarino","8/20","","YES","Hard climb"
"dream-09","dreamcatchers","Wallace Station North","🪶 North of train station in forested area","Forest tree north of Wallace Station.","","west-elizabeth","9/20","","YES","Train nearby"
"dream-10","dreamcatchers","Big Valley Central","🪶 Central Big Valley, near stream crossing","Tree in central Big Valley near a stream.","","west-elizabeth","10/20","","YES","Halfway!"
"dream-11","dreamcatchers","Owanjila Dam East","🪶 East of dam on hillside, overlooking lake","Hillside tree east of Owanjila Dam.","","west-elizabeth","11/20","","YES","Lake view"
"dream-12","dreamcatchers","Annesburg North 1","🪶 North of mining town, first tree on path","First tree on path heading north from Annesburg.","","new-hanover","12/20","","YES","Mining area"
"dream-13","dreamcatchers","Annesburg North 2","🪶 Road edge north of town, second location","Second dreamcatcher north of Annesburg near road.","","new-hanover","13/20","","YES","Two here!"
"dream-14","dreamcatchers","Annesburg Southeast Hill","🪶 Hilltop southeast of Annesburg mining town","Hill southeast of Annesburg with good view.","","new-hanover","14/20","","YES","View spot"
"dream-15","dreamcatchers","Roanoke Ridge North","🪶 Northern Roanoke Ridge, remote tree location","Remote northern Roanoke Ridge tree.","","new-hanover","15/20","","YES","Remote area"
"dream-16","dreamcatchers","Elysian Pool South","🪶 South of mysterious pool, large tree by bush","Tree south of Elysian Pool near bushes.","","new-hanover","16/20","","YES","Cave nearby"
"dream-17","dreamcatchers","Bluewater Marsh NE","🪶 Marsh path fork, tree at junction","Tree at path junction in Bluewater Marsh.","","lemoyne","17/20","","YES","Swampy area"
"dream-18","dreamcatchers","Lonnie's Shack North","🪶 Path north of the homestead robbery location","Tree north of Lonnie's Shack on path.","","lemoyne","18/20","","YES","Robbery spot"
"dream-19","dreamcatchers","Aberdeen Pig Farm W","🪶 Hill west of the creepy Aberdeen farm","Hill west of Aberdeen Pig Farm - creepy area!","","lemoyne","19/20","","YES","Creepy farm"
"dream-20","dreamcatchers","Elysian Pool Beyond","🪶 LAST ONE! Past old house foundation → Get the map reward!","Final dreamcatcher beyond old house foundation. Collect to receive Ancient Arrowhead Map!","","new-hanover","20/20 DONE!","","YES","FINAL ONE!"
"carving-header","rock-carvings","Rock Carvings (10 Total)","🪨 Francis Sinclair mystery → 10 carvings → Time travel secret?","Find 10 rock carvings for Francis Sinclair. One of RDR2's deepest mysteries.","","","Mysterious reward","","YES","Time mystery"
"carving-01","rock-carvings","Mount Hagen Peak","🪨 Very top of Mount Hagen, Grizzlies West → Brutal climb!","Highest peak in the game. Bundle up and bring patience for the climb.","","ambarino","1/10","","YES","Hard climb"
"carving-02","rock-carvings","Whinyard Strait","🪨 Rock ledge north of wooden bridge crossing strait","Ledge overlooking the strait north of the wooden bridge.","","ambarino","2/10","","YES","Water view"
"carving-03","rock-carvings","Dakota River/Bacchus","🪨 Cliff overlooking Dakota River, south of Bacchus Station","Cliff south of Bacchus Station with river view.","","new-hanover","3/10","","YES","River view"
"carving-04","rock-carvings","Dakota River Rope Bridge","🪨 Ledge beneath cliff, directly above rope bridge","Precarious ledge above the rope bridge.","","new-hanover","4/10","","YES","Careful!"
"carving-05","rock-carvings","Owanjila Southwest","🪨 Southwest shore, opposite Owanjila Dam","Southwest shore of Owanjila Lake opposite the dam.","","west-elizabeth","5/10","","YES","Dam view"
"carving-06","rock-carvings","Mount Shann Peak","🪨 Near the peak of Mount Shann → UFO sighting area!","Near Mount Shann peak. Also location of UFO Easter egg!","","west-elizabeth","6/10","","YES","UFO spot!"
"carving-07","rock-carvings","Horseshoe Overlook SW","🪨 Cliff overlooking burned settlement SW of camp","Cliff southwest of Horseshoe Overlook camp.","","new-hanover","7/10","","YES","Camp view"
"carving-08","rock-carvings","Heartland Overflow","🪨 Edge of plateau above Heartland Overflow","Plateau edge above Heartland Overflow, south from Moonstone Pond.","","new-hanover","8/10","","YES","Overflow view"
"carving-09","rock-carvings","Roanoke Ridge Top","🪨 Rock ledge near top, directly east from Deer Cottage","High ledge east of Deer Cottage.","","new-hanover","9/10","","YES","High up"
"carving-10","rock-carvings","Elysian Pool East","🪨 LAST ONE! Near east shore of mysterious pool → Return to Francis!","Final carving! Near Elysian Pool east shore. Return to Francis Sinclair's cabin!","","new-hanover","10/10 DONE!","","YES","FINAL!"
"hat-pirate","unique-hats","Pirate Tricorn Hat 🏴‍☠️","🎩 Shipwreck island south of Saint Denis → Same as Pirate Sword!","Classic pirate hat from shipwreck. Get the sword while you're there!","","lemoyne","Unique hat","","YES","Sword too!"
"hat-viking","unique-hats","Viking Helmet ⚔️","🎩 Tomb near Roanoke Ridge → Ancient Viking burial!","Ancient helmet in Viking tomb. One of RDR2's biggest mysteries - how did Vikings reach here?","","new-hanover","Unique hat","","YES","Mystery!"
"hat-civil-war","unique-hats","Civil War Hardee Hat","🎩 Fort Brennand, SE of O'Creagh's Run → Confederate relic","Historical Civil War hat from Fort Brennand ruins.","","new-hanover","Unique hat","","YES","Historical"
"hat-nevada","unique-hats","Nevada Hat","🎩 Behind waterfall at Granite Pass → Climb down from top!","Hidden behind waterfall. Requires careful climbing from the top.","","ambarino","Unique hat","","YES","Hidden!"
"hat-morion","unique-hats","Morion Helmet 🪖","🎩 Top of Mount Hagen on frozen settler corpse → Ancient!","Spanish conquistador helmet! On frozen corpse at Mount Hagen peak.","","ambarino","Unique hat","","YES","Conquistador"
"hat-miner","unique-hats","Miner's Hat 💡","🎩 Beryl's Dream mine or Annesburg mining tunnels","Miner's hat with light. Found in mining areas.","","new-hanover","Unique hat","","YES","Has lamp!"
"hat-raccoon","unique-hats","Classic Raccoon Hat 🦝","🎩 Valentine saloon 'crazy man' → Fistfight → Grab hat!","Beat the crazy guy in Valentine saloon, then take his hat!","2","new-hanover","Unique hat","","YES","Fight for it"
"hat-scarecrow","unique-hats","Scarecrow Hat 🎃","🎩 SW of Heartland Overflow → Shoot hat off scarecrow","Shoot the scarecrow's hat off to collect it.","","new-hanover","Unique hat","","YES","Shoot it!"
"hat-scarecrow-derby","unique-hats","Scarecrow Derby Hat","🎩 Braithwaite Manor cornfield → Another scarecrow hat","Derby hat from scarecrow in Braithwaite cornfield.","","lemoyne","Unique hat","","YES","Cornfield"
"hat-lemoyne-raiders","unique-hats","Lemoyne Raiders Hat","🎩 Kill Lemoyne Raiders (Scarlett Meadows) → Gray army cap","Distinctive Confederate-style cap from Raiders.","","lemoyne","Unique hat","","YES","Enemy drop"
"hat-murfree","unique-hats","Murfree Brood Hat","🎩 Kill Murfree Brood (Roanoke Ridge) → Unique dirty cap","Creepy hat from the creepy cannibals.","","new-hanover","Unique hat","","YES","Creepy!"
"hat-del-lobo","unique-hats","Del Lobo Sombrero","🎩 Kill Del Lobos gang → ⚠️ EPILOGUE ONLY (New Austin)","Mexican-style hat from Del Lobo gang members. Epilogue only!","epilogue","new-austin","Unique hat","","YES","EPILOGUE"
"hat-braithwaite","unique-hats","Braithwaite Manor Hat ⚠️","🎩 Manor raid mission (Ch3) → Loot unique hats from guards","Missable hat during Braithwaite raid. Loot from guards!","3","lemoyne","Unique hat","⚠️ MISSABLE","YES","MISSABLE!"
"hat-police","unique-hats","Saint Denis Police Cap ⚠️","🎩 'Angelo Bronte' mission (Ch4) → Loot from police → One chance!","Missable police cap during Angelo Bronte mission. Only chance!","4","lemoyne","Unique hat","⚠️ MISSABLE","YES","MISSABLE!"
"hat-military","unique-hats","Military Mountie Hat ⚠️","🎩 Fort Wallace missions (Ch6) → Loot from army officer","Missable military hat during Fort Wallace missions.","6","","Unique hat","⚠️ MISSABLE","YES","MISSABLE!"
"hat-guarma","unique-hats","Guarma Hat ⚠️⚠️","🎩 GUARMA ONLY (Ch5)! Kill soldiers → CANNOT RETURN!","Super missable! Only available during Guarma chapter. No way back!","5","","Unique hat","⚠️ MISSABLE","YES","GUARMA ONLY!"
"hat-cat-skull","unique-hats","Cat Skull Mask 💀","🎩 Lakay shack in Bayou Nwa → Creepy skull mask!","Creepy cat skull mask. Found in Lakay shack in the bayou.","","lemoyne","Unique hat","","YES","Spooky!"
"hat-pig-mask","unique-hats","Pig Mask 🐷","🎩 Butcher Creek → Center slaughtering area → Hanging","Creepy pig mask in Butcher Creek slaughterhouse.","","new-hanover","Unique hat","","YES","Butcher Creek"
"hat-pagan-skull","unique-hats","Pagan Skull Mask 💀","🎩 Pagan ritual site → Big Valley → W of Strawberry → Mutilated corpse","Found on mutilated corpse at disturbing Pagan Ritual site.","","west-elizabeth","Unique hat","","YES","Disturbing!"
"hat-ram-skull","unique-hats","Ram Skull Mask 🐏","🎩 Rathskeller Fork → East corner → ⚠️ EPILOGUE ONLY!","Ram skull mask in New Austin. Epilogue only!","epilogue","new-austin","Unique hat","","YES","EPILOGUE"
"qs-buck","quickstart","🎯 Hunt Legendary Buck FIRST!","🦌 West of Strawberry → Buck Antler Trinket → +1 pelt quality!","The most important early game tip. Hunt the Legendary Buck, get the trinket from Fence, and all your future pelts have better quality!","2","west-elizabeth","Game changer!","","YES","PRIORITY #1"
"qs-limpany-gold","quickstart","Grab Limpany Gold Bar ($500)","💰 Burned town S of Valentine → Sheriff desk lockbox → Instant $500!","Free gold bar in the burned town of Limpany. Sheriff's desk lockbox. Can respawn!","2","new-hanover","$500","","YES","Easy money"
"qs-arthur-lodgings","quickstart","Upgrade Arthur's Lodgings ($325)","🏕️ Camp ledger → Unlocks FAST TRAVEL → Essential QoL!","Fast travel from camp map near Arthur's bed. Huge time saver!","2","","Fast Travel","","YES","Must have!"
"qs-leather-tools","quickstart","Leather Working Tools ($225)","🧰 Camp ledger → Pearson can craft satchels → Legend satchel path!","Unlock satchel crafting at Pearson. Path to Legend of the East Satchel (99 slots)!","2","","Crafting","","YES","Satchel path"
"qs-horse-station","quickstart","Horse Station ($300)","🐎 Camp ledger → Access stabled horses from camp","Quality of life. Swap horses without going to stable.","2","","Convenience","","YES","QoL upgrade"
"qs-schofield","quickstart","Steal Schofield Revolver (Free)","🔫 Valentine Doctor → Side business → Robbery → Best early revolver!","Rob the Valentine Doctor's side business. Free Schofield Revolver in secret room!","2","new-hanover","Free weapon","","YES","Robbery"
"qs-lancaster","quickstart","Steal Lancaster Repeater (Free)","🔫 Rhodes Gunsmith → Basement prisoner → Free Lancaster Repeater!","Look in basement window. Free the prisoner, get the best early-game repeater!","3","lemoyne","Free weapon","","YES","Free repeater"
"qs-varmint","quickstart","Buy Varmint Rifle ($72)","🔫 Any gunsmith → Essential for perfect small pelts → Priority purchase!","The most important weapon for hunting. Perfect small animal pelts require this!","2","","Small game","","YES","Essential!"
"pamph-header","pamphlets","Crafting Pamphlets","📜 Learn crafting recipes → Fence sells most → Some are free!","Pamphlets teach valuable crafting recipes. Most at Fence, some hidden in world.","","","Recipes","","YES","Learn recipes"
"pamph-explosive-slug","pamphlets","Explosive Slug Pamphlet","📜 Fence ($350) → 1 Slug + Animal Fat → Devastating!","Most powerful ammo in game. Animal Fat from ducks, geese, and boars.","","","Explosive ammo","","YES","Very powerful"
"pamph-explosive-rifle","pamphlets","Explosive Express Pamphlet","📜 Fence ($400) → Express ammo + Animal Fat → Big game destruction","Rifle explosive ammo. Perfect for legendary animals and big game.","","","Rifle explosive","","YES","Big game"
"pamph-incendiary-buckshot","pamphlets","Incendiary Buckshot Pamphlet","📜 Copperhead Landing cabin OR Fence ($80) → Fire shells!","Sets enemies on fire. Found under floorboard at Copperhead Landing.","","lemoyne","Fire shells","","YES","Free location!"
"pamph-small-game-arrow","pamphlets","Small Game Arrow Pamphlet ⭐","📜 Fence → Arrow + Shotgun Shell + Flight Feather → ESSENTIAL!","Required for perfect squirrel, chipmunk, and small bird pelts!","","","Perfect pelts","","YES","Must have!"
"pamph-poison-arrow","pamphlets","Poison Arrow Pamphlet","📜 Charles bison hunt OR Mystery Hill Home lockbox → Silent kills","Quiet and deadly. Great for stealth hunting and combat.","2","","Stealth kills","","YES","Free or Charles"
"pamph-improved-arrow","pamphlets","Improved Arrow Pamphlet","📜 Fence ($350) → Better penetration for large game","Better arrows for big animals. Flight Feather required.","","","Better arrows","","YES","Large game"
"pamph-fire-arrow","pamphlets","Fire Arrow Pamphlet","📜 Fence ($350) → Incendiary arrows → Chaos!","Set targets on fire from distance. Very effective.","","","Fire arrows","","YES","Pyromaniac"
"pamph-dynamite-arrow","pamphlets","Dynamite Arrow Pamphlet","📜 Fence → Arrow + Dynamite + Flight Feather → Explosive!","Explosive arrows. Devastating against groups.","","","Explosives","","YES","Boom arrows"
"pamph-potent-health","pamphlets","Potent Health Cure Pamphlet","📜 Near Annesburg mining OR Fence → Ginseng + Yarrow","Craft better health items in the field.","","new-hanover","Health restore","","YES","Survival"
"pamph-special-miracle","pamphlets","Special Miracle Tonic","📜 Fence (Ch3+) → Valerian + Yarrow + Ginseng → Full core restore!","Best tonic in game. Restores all cores completely.","3","","Full restore","","YES","Best tonic"
"pamph-potent-bitters","pamphlets","Potent Snake Oil Pamphlet","📜 Fence → Indian Tobacco + Sage → Dead Eye restoration","Keep Dead Eye full during combat.","","","Dead Eye","","YES","Combat"
"pamph-horse-reviver","pamphlets","Horse Reviver Pamphlet","📜 Fence → Sage + Ginseng → Save your horse!","Revive fallen horses. Essential for horse bonding.","","","Save horses","","YES","Horse care"
"pamph-volatile-dynamite","pamphlets","Volatile Dynamite Pamphlet","📜 Hani's Bethel lockbox OR Fence → Bigger explosions!","Enhanced dynamite. Found under broken wagon at Hani's Bethel.","","new-hanover","Big boom","","YES","Free location!"
"pamph-volatile-fire","pamphlets","Volatile Fire Bottle Pamphlet","📜 Fence ($95) → Fire Bottle + Animal Fat → Bigger fire!","Enhanced molotov. Larger explosion and burn radius.","","","Fire spread","","YES","Chaos"
"weapon-schofield","weapons","Schofield Revolver (Free) 🔫","🔫 Valentine Doctor → Rob back room → O'Driscoll business → Best early revolver!","Free the best early revolver. Rob the Valentine Doctor's side business.","2","new-hanover","Free weapon","","YES","Rob for it"
"weapon-lancaster","weapons","Lancaster Repeater (Free) 🔫","🔫 Rhodes Gunsmith → Look in basement window → Free prisoner → Excellent repeater!","Best early repeater. Look in basement window, rob shop, release prisoner.","3","lemoyne","Free weapon","","YES","Free repeater"
"weapon-pump-free","weapons","Pump Shotgun (Free)","🔫 Chez Porter cabin → Near Window Rock → Weapon case in bedroom","Free pump shotgun in O'Driscoll hideout north of Valentine.","2","ambarino","Free weapon","","YES","Exploration"
"weapon-semi-auto-shotgun","weapons","Semi-Auto Shotgun","🔫 Watson's Cabin → N of Strawberry → Kill hostile woman → Basement!","Powerful shotgun. Visit Watson's Cabin, deal with hostile homeowner, check basement.","2","west-elizabeth","Free weapon","","YES","Hostile NPC"
"weapon-bolt-action","weapons","Bolt Action Rifle (Free) ⚠️","🔫 'First Shall Be Last' → Kill LEFT bounty hunter FAST → Loot rifle!","Missable free rifle. During Sean rescue, quickly kill the left bounty hunter.","2","new-hanover","Free weapon","⚠️ MISSABLE","YES","Act fast!"
"weapon-rare-rolling","weapons","Rare Rolling Block Rifle ⚠️","🔫 'Magicians For Sport' (Ch3) → Kill barn hunter FAST → MISSABLE!","Super missable! During Trelawny rescue, quickly loot barn bounty hunter.","3","","Rare weapon","⚠️ MISSABLE","YES","MISSABLE!"
"weapon-varmint-free","weapons","Varmint Rifle (Free)","🔫 Bayou near Lakay → Submerged corpse → Use Eagle Eye underwater","Free Varmint Rifle in the swamp. Eagle Eye reveals underwater body.","","lemoyne","Free weapon","","YES","Underwater"
"weapon-pirate-sword","weapons","Broken Pirate Sword ⭐","🗡️ Shipwreck island S of Saint Denis → On skeleton → Pirate hat too!","Unique melee weapon. Same location as Pirate Tricorn Hat!","","lemoyne","Unique melee","","YES","Pirate loot!"
"weapon-viking-hatchet","weapons","Viking Hatchet ⭐","🪓 Old Tomb NW of Annesburg → Viking burial → Norse engravings!","Ancient Viking weapon. Same tomb as Viking helmet.","","new-hanover","Unique melee","","YES","Viking mystery"
"weapon-ornate-dagger","weapons","Ornate Dagger (Vampire) ⭐","🗡️ Kill the VAMPIRE! → 5 graffiti clues → Midnight Saint Denis!","Kill the vampire for this unique dagger. Find 5 graffiti messages first.","","lemoyne","Vampire weapon","","YES","Vampire hunt!"
"weapon-ancient-tomahawk","weapons","Ancient Tomahawk","🪓 Calumet Ravine → Near Wapiti Reservation → Stuck in wooden target","Native American throwing weapon. Near the Indian reservation.","","ambarino","Unique thrown","","YES","Ancient"
"weapon-hewing-hatchet","weapons","Hewing Hatchet","🪓 Flattened Cabin → S of Moonstone Pond → Crushed by boulder","Unique hatchet in destroyed cabin. Interesting POI too.","","new-hanover","Unique melee","","YES","POI nearby"
"weapon-flaco-revolver","weapons","Flaco's Revolver","🔫 Gunslinger Quest → Kill Flaco at Cairn Lake → Ivory handle","Unique gunslinger weapon. Defeat Flaco Hernandez.","","ambarino","Unique gun","","YES","Gunslinger"
"weapon-granger-revolver","weapons","Granger's Revolver","🔫 Gunslinger Quest → Duel Emmet Granger → Pig farm → Dark metal","Unique gunslinger weapon. Defeat Emmet Granger.","","new-hanover","Unique gun","","YES","Gunslinger"
"weapon-midnight-pistol","weapons","Midnight's Pistol","🔫 Gunslinger Quest → Kill Billy Midnight on train → Engraved Mauser","Unique gunslinger weapon. Chase and duel Billy on train from Rhodes.","","lemoyne","Unique gun","","YES","Train duel!"
"weapon-calloway-revolver","weapons","Calloway's Revolver","🔫 Gunslinger Quest FINAL → Duel Jim Boy Calloway → 'Canis Canem Edit'","Final gunslinger quest reward. Duel on riverboat. Bully reference engraving!","","lemoyne","Unique gun","","YES","Final duel"
